"accession_number","status","artwork_title","artist","location","lat","lng"
"2013.105","Collection Status : On View","Hector Vex 199","Robin Bright |","CD 3 : Downtown : Central Library : 330 Park Boulevard : Street Level : Elizabeth and Dene Oliver I Can! Center","32.7089115","-117.1540811"
"2013.106","Collection Status : On View","Hector Vex 195","Robin Bright |","CD 3 : Downtown : Central Library : 330 Park Boulevard : Street Level : Elizabeth and Dene Oliver I Can! Center","32.7089115","-117.1540811"
"2013.107","Collection Status : On View","Hector Vex 198","Robin Bright |","CD 3 : Downtown : Central Library : 330 Park Boulevard : Street Level : Elizabeth and Dene Oliver I Can! Center","32.7089115","-117.1540811"
"2013.108","Collection Status : On View","Hector Vex 199","Robin Bright |","CD 3 : Downtown : Central Library : 330 Park Boulevard : Street Level : Elizabeth and Dene Oliver I Can! Center","32.7089115","-117.1540811"
"2013.10","Collection Status : On View","His New Painting","Gladys Nilsson |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Susanna and Michael Flaster Study Room, Room 834","32.7089115","-117.1540811"
"2013.111","Collection Status : On View","OCTOBER 27, 1968","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Sullivan Family Baseball Research Center","32.7089115","-117.1540811"
"2013.112","Collection Status : On View","HARDEDGE","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Biography Section","32.7089115","-117.1540811"
"2013.113","Collection Status : On View","What's Black and White and Red All Over?","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Newspapers and Periodicals Section","32.7089115","-117.1540811"
"2013.114","Collection Status : On View","ART IS ALL OVER","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Art, Music and Recreation Section","32.7089115","-117.1540811"
"2013.115","Collection Status : On View","La Jolla Cantada","Paul Ecke |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Library Administration","32.7089115","-117.1540811"
"2013.116.1","Collection Status : On View","I Will Paint Any Painting Any Color (#1 of 6 panels)","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Study Room 853","32.7089115","-117.1540811"
"2013.116.2","Collection Status : On View","I Will Paint Any Painting Any Color (#2 of 6 panels)","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Study Room 853","32.7089115","-117.1540811"
"2013.116.3","Collection Status : On View","I Will Paint Any Painting Any Color (#3 of 6 panels)","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Study Room 853","32.7089115","-117.1540811"
"2013.116.4","Collection Status : On View","I Will Paint Any Painting Any Color (#4 of 6 panels)","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Study Room 853","32.7089115","-117.1540811"
"2013.116.5","Collection Status : On View","I Will Paint Any Painting Any Color (#5 of 6 panels)","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Study Room 853","32.7089115","-117.1540811"
"2013.116.6","Collection Status : On View","I Will Paint Any Painting Any Color (#6 of 6 panels)","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Study Room 853","32.7089115","-117.1540811"
"2013.116","Collection Status : On View","I Will Paint Any Painting Any Color","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Study Room 853","32.7089115","-117.1540811"
"2013.117","Collection Status : On View","Inquisition","William Gambini |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : Wells Fargo Technology Learning Center","32.7089115","-117.1540811"
"2013.118","Collection Status : On View","DM16","Dana Montlack |","CD 1 : University City : North University Community Library  : 8820 Judicial Drive : Behind the main desk","32.8675789","-117.19911809999999"
"2013.119","Collection Status : On View","Sculpture of a Painting, Variation #1","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Sullivan Family Baseball Research Center","32.7089115","-117.1540811"
"2013.11","Collection Status : On View","On the Wall #12","Jay McCafferty |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : near Union Bank Homework Center","32.7089115","-117.1540811"
"2013.120","Collection Status : On View","Sculpture of a Painting, Variation #2","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : near Drinking Fountain","32.7089115","-117.1540811"
"2013.121","Collection Status : On View","Untitled #D.8C","John Halaka |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Study Room 550","32.7089115","-117.1540811"
"2013.122","Collection Status : On View","Tartan 10","John Krimmel |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : Walter J. and Betty C. Zable Foundation Computer Lab, Room 435","32.7089115","-117.1540811"
"2013.123","Collection Status : On View","Tartan 10","John Krimmel |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Art, Music and Recreation Section","32.7089115","-117.1540811"
"2013.124","Collection Status : On View","Rook Emblem","Sheldon Kirby |","CD 7 : Mission Valley : Mission Valley Branch Library : 2123 Fenton Parkway","32.779304700000004","-117.12689350000001"
"2013.125","Collection Status : On View","Hiding My Candy","Donald Lipski |","CD 3 : Downtown : Central Library : 330 Park Boulevard : Street Level : Auditorium","32.7089115","-117.1540811"
"2013.126","Collection Status : On View","In the Garden and at the Table (for Rachel Carson)","Cheryl Parry |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Workforce Development Center","32.7089115","-117.1540811"
"2013.129","Collection Status : On View","Read to Me, Speak to Me","Italo Scanga |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Blaise and William Pope Study Room, Room 333","32.7089115","-117.1540811"
"2013.12","Collection Status : On View","Untitled","James Pennuto |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : Walter J. and Betty C. Zable Foundation Computer Lab, Room 435","32.7089115","-117.1540811"
"2013.130","Collection Status : On View","Blue Pierce","Gail Roberts |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Art, Music and Recreation Section","32.7089115","-117.1540811"
"2013.133","Collection Status : On View","YOU CAN TAKE ART FOR GRANITE","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : Bank of America Merrill Lynch Reading Area","32.7089115","-117.1540811"
"2013.134","Collection Status : On View","WHEN YOU MAKE A PAINTING THERE IS ALWAYS A NECESSARY FILLING-IN","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : Street Level : Popular Library","32.7089115","-117.1540811"
"2013.136","Collection Status : On View","[Cube-Like Construction]","Toru Nakatani |","CD 5 : Carmel Mountain Ranch : Carmel Mountain Ranch Branch Library : 12095 World Trade Center Drive : East reading area","32.981311","-117.0742775"
"2013.137","Collection Status : On View","[Magenta Construction]","Toru Nakatani |","CD 5 : Carmel Mountain Ranch : Carmel Mountain Ranch Branch Library : 12095 World Trade Center Drive : East reading area","32.981311","-117.0742775"
"2013.138","Collection Status : On View","Untitled","Toru Nakatani |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : near Drinking Fountain","32.7089115","-117.1540811"
"2013.13","Collection Status : On View","Odontolabis Stephensi #3","Raul Trejo |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : Union Bank Homework Center, Room 208","32.7089115","-117.1540811"
"2013.143","Collection Status : On View","Lanterns","Ernest Silva |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Biography Section","32.7089115","-117.1540811"
"2013.144","Collection Status : On View","Hector Vex #465","Robin Bright |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Art, Music and Recreation Section","32.7089115","-117.1540811"
"2013.145","Collection Status : On View","Hector Vex #463","Robin Bright |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Art, Music and Recreation Section","32.7089115","-117.1540811"
"2013.146","Collection Status : On View","Untitled","Janet Cooling |","CD 2 : Point Loma : Point Loma / Hervey Branch Library : 3701 Voltaire Street : Lower Level","32.740081599999996","-117.22944469999999"
"2013.147","Collection Status : On View","Elephant Burial Ground","Janet Cooling |","CD 9 : College/Rolando : College-Rolando Branch Library : 6600 Montezuma Road : Lobby","32.7694065","-117.05607069999999"
"2013.148","Collection Status : On View","WTC","Janet Cooling |","CD 9 : College/Rolando : College-Rolando Branch Library : 6600 Montezuma Road : Main Reading Area","32.7694065","-117.05607069999999"
"2013.149","Collection Status : On View","Two Trees, Late Afternoon","Frank Jones |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Art, Music and Recreation Section","32.7089115","-117.1540811"
"2013.14","Collection Status : On View","Mnemonic Letter","Juan Carlos Quintana |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : Walter J. and Betty C. Zable Foundation Computer Lab, Room 435","32.7089115","-117.1540811"
"2013.150","Collection Status : On View","Homage to Rachel Carson","Cheryl Parry |","CD 2 : Pacific Beach : Pacific Beach / Taylor Branch Library : 4275 Cass Street : Computer Room","32.794267","-117.24986399999999"
"2013.151","Collection Status : On View","Smokestorm","Lynn Schuette |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : Fiction and Humanities Section","32.7089115","-117.1540811"
"2013.152","Collection Status : On View","[Bench]","Vallo Riberto |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Art Gallery","32.7089115","-117.1540811"
"2013.153","Collection Status : On View","[Bench]","Vallo Riberto |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Art Gallery","32.7089115","-117.1540811"
"2013.154","Collection Status : On View","Rock","Sarah Stangeland |","CD 2 : Pacific Beach : Pacific Beach / Taylor Branch Library : 4275 Cass Street","32.794267","-117.24986399999999"
"2013.155","Collection Status : On View","Talisman 68","Sheldon Kirby |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.156","Collection Status : On View","White Sound","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Biography Section","32.7089115","-117.1540811"
"2013.157","Collection Status : On View","Triangulating Hives (for Magdalena)","Gary Hill |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : Fiction and Humanities Section","32.7089115","-117.1540811"
"2013.159","Collection Status : On View","Corpus Callosum","Jamex de la Torre | Einar de la Torre |","CD 3 : Downtown : Central Library : 330 Park Boulevard : Street Level : near Elevators","32.7089115","-117.1540811"
"2013.15","Collection Status : On View","Untitled","Susan Chorpenning |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Library Administration","32.7089115","-117.1540811"
"2013.160","Collection Status : On View","P.P. #3","Dana Montlack |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : Union Bank Homework Center, Room 208","32.7089115","-117.1540811"
"2013.161","Collection Status : On View","P.P. #8","Dana Montlack |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Art, Music and Recreation Section","32.7089115","-117.1540811"
"2013.162","Collection Status : On View","Our New Central Library","Marjorie Taylor |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : Study Room 205","32.7089115","-117.1540811"
"2013.163","Collection Status : On View","Library with Trolley","Marjorie Taylor |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : Study Room 205","32.7089115","-117.1540811"
"2013.164","Collection Status : On View","Female Torso and Cherry Blossoms","Annaliese Cassarino |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Newspapers and Periodicals Section","32.7089115","-117.1540811"
"2013.165","Collection Status : On View","Male Torso with Tulip and Cherry Blossom","Annaliese Cassarino |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Newspapers and Periodicals Section","32.7089115","-117.1540811"
"2013.166","Collection Status : On View","Untitled","Faiya Fredman |","CD 9 : College/Rolando : College-Rolando Branch Library : 6600 Montezuma Road : Lobby","32.7694065","-117.05607069999999"
"2013.167","Collection Status : On View","Untitled","Faiya Fredman |","CD 9 : College/Rolando : College-Rolando Branch Library : 6600 Montezuma Road : Lobby","32.7694065","-117.05607069999999"
"2013.168","Collection Status : On View","Untitled","Faiya Fredman |","CD 9 : College/Rolando : College-Rolando Branch Library : 6600 Montezuma Road : Lobby","32.7694065","-117.05607069999999"
"2013.16","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Library Administration","32.7089115","-117.1540811"
"2013.170","Collection Status : On View","Untitled","Faiya Fredman |","CD 9 : College/Rolando : College-Rolando Branch Library : 6600 Montezuma Road : Copy Machine Room","32.7694065","-117.05607069999999"
"2013.171","Collection Status : On View","Untitled","Faiya Fredman |","CD 9 : College/Rolando : College-Rolando Branch Library : 6600 Montezuma Road : Lobby : Behind Main Desk","32.7694065","-117.05607069999999"
"2013.172","Collection Status : On View","Untitled","Faiya Fredman |","CD 7 : Mission Valley : Mission Valley Branch Library : 2123 Fenton Parkway : Seminar Room B","32.779304700000004","-117.12689350000001"
"2013.173","Collection Status : On View","Untitled","Faiya Fredman |","CD 7 : Mission Valley : Mission Valley Branch Library : 2123 Fenton Parkway : Seminar Room B","32.779304700000004","-117.12689350000001"
"2013.175","Collection Status : On View","California Pacific International Exposition Medal","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"2013.17","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Newspapers and Periodicals Section","32.7089115","-117.1540811"
"2013.18","Collection Status : On View","Untitled","Jean Swiggett |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Library Administration, Conference Room 538","32.7089115","-117.1540811"
"2013.19","Collection Status : On View","Palette by the Numbers I","Bob Matheny |","CD 6 : Clairemont : Balboa Branch Library : 4255 Mount Abernathy Ave : Children's section","32.82235","-117.174958"
"2013.1","Collection Status : On View","Untitled","Ilse Ruocco |","CD 3 : Downtown : City Administration Building (CAB) : 202 C Street : 2nd Floor, Office of the City Clerk : Lobby","32.7169145","-117.16296899999999"
"2013.20","Collection Status : On View","Palette by the Numbers II","Bob Matheny |","CD 6 : Clairemont : Balboa Branch Library : 4255 Mount Abernathy Ave : Children's section","32.82235","-117.174958"
"2013.21","Collection Status : On View","About Permanency","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : near Elevators","32.7089115","-117.1540811"
"2013.22","Collection Status : On View","Awakening","Molly Hunter Umholtz |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : Walter J. and Betty C. Zable Foundation Computer Lab, Room 435","32.7089115","-117.1540811"
"2013.23","Collection Status : On View","From the Road: Summerstorm","Norman Lundin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : Walter J. and Betty C. Zable Foundation Computer Lab, Room 435","32.7089115","-117.1540811"
"2013.24","Collection Status : On View","Rie Miyazawa Mona Lisa","Steven Pollack |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Government Documents Section","32.7089115","-117.1540811"
"2013.25","Collection Status : On View","Untitled","Unknown |","CD 3 : Mission Hills : Mission Hills-Hillcrest/Knox Library : 215 W. Washington Street : Teen Area","32.749819","-117.16525"
"2013.26","Collection Status : On View","Blessed Moor V","Robert Kelly |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : Fiction and Humanities Section","32.7089115","-117.1540811"
"2013.27","Collection Status : On View","Bye Bye Bay Area","Joshua Eggleton |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Newspapers and Periodicals Section","32.7089115","-117.1540811"
"2013.28","Collection Status : On View","Black Crossing","Robert Katsusuke Ogata |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Shiley Special Events Suite","32.7089115","-117.1540811"
"2013.29","Collection Status : On View","Art is What You Frame","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : near Elevators","32.7089115","-117.1540811"
"2013.2","Collection Status : On View","Auntelope","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Jane and Tom Fetter Study Room, Room 547","32.7089115","-117.1540811"
"2013.30","Collection Status : On View","The Moment of Successful Creation","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Biography Section","32.7089115","-117.1540811"
"2013.31","Collection Status : On View","This is a Unique Work of Art","Russell Baldwin |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : near Drinking Fountains","32.7089115","-117.1540811"
"2013.32","Collection Status : On View","Untitled (Found Portraits Collection)","Binh Danh |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.33","Collection Status : On View","Untitled","Daniel Brice |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : near Drinking Fountains","32.7089115","-117.1540811"
"2013.34","Collection Status : On View","Untitled","Daniel Brice |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : near Drinking Fountains","32.7089115","-117.1540811"
"2013.35","Collection Status : On View","Untitled","Daniel Brice |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : near Drinking Fountains","32.7089115","-117.1540811"
"2013.36","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : near Drinking Fountains","32.7089115","-117.1540811"
"2013.37","Collection Status : On View","Untitled","Sean Carter |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : John Forrest and Deborah Pate Study Room, Room 544","32.7089115","-117.1540811"
"2013.38","Collection Status : On View","Untitled (Found Portraits Collection)","Binh Danh |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.3","Collection Status : On View","Untitled","Helmut Löhr |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Newspapers and Periodicals Section","32.7089115","-117.1540811"
"2013.44","Collection Status : On View","Fallen Sparrow","Herbert Olds |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Government Documents Section","32.7089115","-117.1540811"
"2013.45","Collection Status : On View","Untitled","Herbert Olds |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : Union Bank Homework Center, Room 208","32.7089115","-117.1540811"
"2013.46","Collection Status : On View","Icterus Cucullatus Trochiloides","Herbert Olds |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : Union Bank Homework Center, Room 208","32.7089115","-117.1540811"
"2013.48","Collection Status : On View","House Sparrow","Herbert Olds |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Government Documents Section","32.7089115","-117.1540811"
"2013.49","Collection Status : On View","Pendant with Crystals","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.4","Collection Status : On View","Untitled","Bob Nugent |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.50","Collection Status : On View","t/2","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : Walter J. and Betty C. Zable Foundation Computer Lab, Room 435","32.7089115","-117.1540811"
"2013.51","Collection Status : On View","Stone Artifact","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.52","Collection Status : On View","Face Mask Pendant","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.53","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.54","Collection Status : On View","Tonya's Plums","Jacob A. Pfeiffer |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Library Administration, Conference Room 538","32.7089115","-117.1540811"
"2013.55","Collection Status : On View","When Life Gives you Lemons","Jacob A. Pfeiffer |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : Library Administration, Conference Room 538","32.7089115","-117.1540811"
"2013.56","Collection Status : On View","Cuff","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.57","Collection Status : On View","Pendant with Crystal","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.58","Collection Status : On View","Untitled (Found Portraits Collection)","Binh Danh |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : near Elevators","32.7089115","-117.1540811"
"2013.59","Collection Status : On View","Untitled (Found Portraits Collection)","Binh Danh |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : near Elevators","32.7089115","-117.1540811"
"2013.5","Collection Status : On View","Untitled","Helmut Löhr |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Newspapers and Periodicals Section","32.7089115","-117.1540811"
"2013.60","Collection Status : On View","Attack on Iraq","Kim Rugg |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Robert A. Rubenstein, MD and Marie G. Raftery Cozy Reading Area","32.7089115","-117.1540811"
"2013.61","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : Annie and David Malcolm Study Room, Room 214","32.7089115","-117.1540811"
"2013.62","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : Annie and David Malcolm Study Room, Room 214","32.7089115","-117.1540811"
"2013.63","Collection Status : On View","L'uomo Medio","Unknown |","CD 3 : Mission Hills : Mission Hills-Hillcrest/Knox Library : 215 W. Washington Street : Study Room 2","32.749819","-117.16525"
"2013.64","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.65","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.67","Collection Status : On View","Untitled (from Canus Carnivorous series)","Walter Haase Wojtyla |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Newspapers and Periodicals Section","32.7089115","-117.1540811"
"2013.68","Collection Status : On View","Untitled","Unknown |","CD 3 : Mission Hills : Mission Hills-Hillcrest/Knox Library : 215 W. Washington Street : Study Room 2","32.749819","-117.16525"
"2013.6","Collection Status : On View","Untitled","Helmut Löhr |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 3rd Floor : Newspapers and Periodicals Section","32.7089115","-117.1540811"
"2013.70","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.71","Collection Status : On View","One Out Right/One Out Left","Byron Goto |","CD 3 : Mission Hills : Mission Hills-Hillcrest/Knox Library : 215 W. Washington Street : Study Room 2","32.749819","-117.16525"
"2013.72","Collection Status : On View","Tree","Tom Marioni |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 8th Floor, Manpower Innovation Floor : Art, Music and Recreation Section","32.7089115","-117.1540811"
"2013.73","Collection Status : On View","Sense","Frank Damiano |","CD 3 : Downtown : Central Library : 330 Park Boulevard : Street Level : Elizabeth and Dene Oliver I Can! Center","32.7089115","-117.1540811"
"2013.75","Collection Status : On View","Door III","John Dee |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : Union Bank Homework Center, Room 208","32.7089115","-117.1540811"
"2013.76","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.77","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.79","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 2nd Floor, Ed and Joy Frieman Floor : Union Bank Homework Center, Room 208","32.7089115","-117.1540811"
"2013.81","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.82","Collection Status : On View","Untitled","Unknown |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor : History, Geography and Travel Section","32.7089115","-117.1540811"
"2013.83","Collection Status : On View","Untitled","Unknown |","CD 5 : Rancho Bernardo : Rancho Bernardo Branch Library : 17110 Bernardo Center Drive : Study Room 1","33.0249197","-117.07540870000001"
